PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalExpenditure,CryoSleep,VIP,Cabin_class_A,Cabin_class_B,Cabin_class_C,Cabin_class_D,Cabin_class_E,Cabin_class_F,Cabin_class_G,Cabin_class_T,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
2028_01,F/391/S,24.0,662.0,0.0,0.0,0.0,9.0,Louisa Pooles,False,671.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2029_01,F/400/P,43.0,0.0,6.0,730.0,1.0,0.0,Lyne Camerrison,False,737.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2032_01,F/402/P,26.0,0.0,0.0,0.0,0.0,0.0,Powl Shcad,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2034_01,F/393/S,42.0,399.0,75.0,38.0,771.0,0.0,Anton Pearsalason,False,1283.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2038_01,F/404/P,21.0,6.0,133.0,503.0,0.0,2.0,Racyle Ingston,False,644.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2040_01,B/85/S,50.0,0.0,0.0,0.0,0.0,0.0,Lesaten Stiven,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2040_02,B/85/S,25.0,0.0,0.0,0.0,0.0,0.0,Alramak Stiven,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2042_01,F/394/S,50.0,0.0,0.0,0.0,785.0,19.0,Rosiey Floways,False,804.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2046_01,G/328/P,30.0,0.0,0.0,0.0,0.0,0.0,Luison Beston,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2052_01,E/151/S,31.0,162.0,1211.0,4.0,0.0,1.0,Jele Balle,True,1378.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2053_01,C/68/P,26.0,281.0,741.0,13.0,0.0,4724.0,Tabbah Wasede,False,5759.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2055_01,G/330/P,27.0,0.0,0.0,0.0,0.0,0.0,Belly Woodwinez,False,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2055_02,G/330/P,32.0,0.0,58.0,0.0,0.0,642.0,Sall Woodwinez,True,700.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2055_04,G/330/P,6.0,0.0,0.0,0.0,0.0,0.0,Lesley Woodwinez,True,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2055_05,G/330/P,3.0,0.0,0.0,0.0,0.0,0.0,Harlen Woodwinez,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2055_06,G/330/P,11.0,0.0,0.0,0.0,0.0,0.0,Janee Canton,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2056_01,G/331/P,52.0,0.0,0.0,0.0,0.0,0.0,Marynk Hanghanson,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2056_02,F/407/P,14.0,16.0,0.0,0.0,712.0,149.0,Claura Hanghanson,False,877.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2056_03,F/407/P,68.0,0.0,286.0,0.0,1739.0,13.0,Elany Hanghanson,False,2038.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2056_04,G/331/P,18.0,0.0,0.0,0.0,0.0,0.0,Philia Hanghanson,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2059_01,G/333/P,55.0,2.0,0.0,0.0,0.0,907.0,Ellena Moodmandez,True,909.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2060_01,G/327/S,22.0,1430.0,0.0,0.0,0.0,423.0,Anniey Baketton,False,1853.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2061_01,D/65/P,34.0,0.0,5063.0,0.0,56.0,327.0,Dscha Sedece,True,5446.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2063_01,G/328/S,38.0,0.0,0.0,0.0,0.0,0.0,Mistie Leonaldez,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2065_01,F/410/P,13.0,12.0,0.0,0.0,0.0,1963.0,Lavey Jeffey,False,1975.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2066_01,G/329/S,19.0,0.0,0.0,0.0,0.0,0.0,Bryany Chapmaney,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2067_01,C/70/P,30.0,0.0,0.0,0.0,0.0,0.0,Alatrin Sprender,True,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2067_02,C/70/P,27.0,0.0,0.0,72.0,668.0,2713.0,Asellan Sprender,False,3453.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2071_01,C/78/S,45.0,0.0,3559.0,0.0,3615.0,163.0,Zaninon Subateful,False,7337.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2071_02,C/78/S,28.0,167.0,2406.0,71.0,283.0,650.0,Alduson Subateful,True,3577.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2073_01,F/401/S,23.0,177.0,0.0,7.0,0.0,448.0,Landa Rivanseney,False,632.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2074_01,D/69/S,24.0,1289.0,3343.0,0.0,4996.0,729.0,Sadir Alaring,False,10357.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2074_02,D/69/S,23.0,9.0,4081.0,0.0,0.0,16.0,Mergas Alaring,True,4106.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2075_01,F/402/S,29.0,270.0,0.0,0.0,25.0,343.0,Janne Yatters,False,638.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2080_01,G/334/P,46.0,430.0,0.0,340.0,52.0,61.0,Henryn Joycerton,False,883.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2081_01,F/411/P,17.0,8.0,911.0,0.0,0.0,0.0,Brie Moodsey,True,919.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2082_01,G/335/P,20.0,0.0,0.0,4.0,35.0,769.0,Carlie Kirks,False,808.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2083_01,F/407/S,24.0,121.0,20.0,0.0,68.0,506.0,Wen Gibbsonton,False,715.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2084_01,A/16/P,40.0,19.0,10.0,1.0,4759.0,6007.0,Aston Boltund,False,10796.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2084_02,A/16/P,27.0,0.0,0.0,0.0,0.0,0.0,Dyonon Boltund,True,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2085_01,C/72/P,38.0,0.0,590.0,2640.0,6202.0,99.0,Algedia Unaasor,False,9531.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2086_01,A/26/S,65.0,51.0,4451.0,0.0,20.0,397.0,Marf Wasterivel,True,4919.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2086_02,A/26/S,19.0,0.0,1342.0,0.0,152.0,556.0,Aldera Wasterivel,True,2050.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2087_01,F/408/S,54.0,0.0,0.0,872.0,0.0,1.0,Olliey Brownings,True,873.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2088_01,F/409/S,38.0,0.0,717.0,0.0,0.0,0.0,Eriey Weaves,False,717.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2088_02,G/331/S,40.0,51.0,0.0,1.0,368.0,509.0,Len Weaves,True,929.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2090_01,F/413/P,22.0,8.0,0.0,801.0,0.0,12.0,Dia Watkinsley,True,821.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2092_01,D/70/S,18.0,29.0,0.0,2315.0,0.0,1.0,Muffs Blan,True,2345.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2092_02,E/153/S,43.0,546.0,0.0,41.0,710.0,0.0,Wins Stpie,False,1297.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2092_05,D/70/S,22.0,2300.0,0.0,22.0,256.0,0.0,Jur Stpie,False,2578.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2094_01,F/415/P,21.0,0.0,0.0,0.0,0.0,0.0,Lles Buncy,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2095_01,F/411/S,25.0,0.0,11.0,0.0,13.0,1344.0,Mabley Gallencis,False,1368.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2096_01,F/412/S,29.0,216.0,10.0,611.0,594.0,0.0,Milly Kité,False,1431.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2097_01,B/86/S,29.0,0.0,0.0,0.0,0.0,0.0,Tetra Roftfuling,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2100_01,F/413/S,45.0,0.0,0.0,734.0,3.0,5.0,Garyan Briggins,True,742.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2102_01,C/79/S,30.0,63.0,9314.0,249.0,2624.0,4538.0,Giedia Seadler,False,16788.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2104_01,F/414/S,29.0,776.0,0.0,4.0,0.0,23.0,Sonard Bootez,False,803.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2105_01,G/335/S,16.0,0.0,0.0,0.0,0.0,0.0,Benda Loway,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2106_01,G/336/S,20.0,1.0,0.0,0.0,4926.0,1.0,Bertle Calhounez,False,4928.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2107_01,G/338/P,33.0,235.0,2.0,1.0,650.0,0.0,Sylvin Haynardy,False,888.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2110_01,G/339/P,18.0,0.0,0.0,0.0,0.0,0.0,Ernice Joynewtonks,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2111_01,F/417/P,24.0,600.0,593.0,1404.0,0.0,1.0,Beals Blan,False,2598.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2112_01,F/418/P,29.0,860.0,305.0,18.0,1415.0,0.0,Latsts Perty,False,2598.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2114_01,B/87/S,40.0,0.0,0.0,0.0,0.0,0.0,Gollux Folhal,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2115_01,D/72/S,27.0,0.0,0.0,0.0,0.0,0.0,Schird Oinded,True,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2116_01,G/339/S,35.0,0.0,0.0,0.0,0.0,0.0,Dellie Waderoachez,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2118_01,G/340/P,26.0,0.0,0.0,0.0,0.0,0.0,Kene Macdonadows,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2120_01,D/73/S,49.0,0.0,0.0,1058.0,0.0,0.0,Prah Bla,True,1058.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2121_01,G/341/P,23.0,0.0,0.0,0.0,0.0,0.0,Timyra Peterstarks,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2123_01,G/342/P,23.0,0.0,0.0,0.0,0.0,0.0,Dianya Johnsondez,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2123_02,G/342/P,14.0,0.0,0.0,0.0,0.0,0.0,France Johnsondez,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2124_01,G/341/S,21.0,770.0,0.0,0.0,40.0,0.0,Ine Litthews,False,810.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2125_01,G/343/P,18.0,0.0,1.0,0.0,80.0,826.0,Stenny Pagedy,False,907.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2126_01,F/415/S,27.0,717.0,0.0,0.0,0.0,0.0,Natha Ricews,False,717.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2127_01,F/419/P,19.0,721.0,62.0,7.0,0.0,0.0,Dorice Bailes,True,790.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2128_01,G/344/P,22.0,624.0,0.0,0.0,0.0,185.0,Artis Sancockett,False,809.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2129_01,F/420/P,17.0,736.0,0.0,2.0,20.0,0.0,Rice Camerrison,False,758.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2130_01,F/421/P,13.0,0.0,2.0,480.0,10.0,176.0,Marine Oneiles,False,668.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2133_01,D/74/S,27.0,1054.0,0.0,43.0,85.0,0.0,Caish Chrie,False,1182.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2133_02,F/416/S,16.0,0.0,0.0,0.0,0.0,0.0,Elfs Chrie,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2134_01,F/422/P,20.0,1146.0,0.0,0.0,0.0,3.0,Mes Pimne,False,1149.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2135_01,E/129/P,20.0,75.0,0.0,0.0,1545.0,0.0,Tin Monroellynn,False,1620.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2136_01,G/343/S,61.0,2.0,0.0,17.0,868.0,28.0,Sallie Waltonnedy,False,915.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2137_01,F/423/P,27.0,0.0,0.0,0.0,0.0,0.0,Lopedo Ruité,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2137_02,F/423/P,3.0,0.0,0.0,0.0,0.0,0.0,Stoate Queke,True,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2137_03,F/423/P,4.0,0.0,0.0,0.0,0.0,0.0,Slig Queke,True,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2139_01,F/417/S,19.0,0.0,0.0,0.0,0.0,0.0,Gibil Razo,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2140_01,F/424/P,18.0,0.0,0.0,698.0,0.0,0.0,Andra Drakeekss,True,698.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2141_01,E/130/P,66.0,0.0,0.0,1610.0,0.0,0.0,Annaha Rivanseney,True,1610.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2143_01,F/419/S,21.0,0.0,1433.0,0.0,1234.0,0.0,Justie Miltongson,False,2667.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2143_02,G/345/S,7.0,0.0,0.0,0.0,0.0,0.0,Thel Miltongson,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2145_01,F/425/P,15.0,0.0,951.0,128.0,0.0,0.0,Karene Pecketton,False,1079.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2147_01,E/155/S,27.0,1146.0,0.0,47.0,0.0,105.0,Chon Ban,True,1298.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2148_01,F/420/S,13.0,579.0,226.0,61.0,1.0,7.0,Ellana Grahangory,False,874.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2149_01,B/89/S,18.0,0.0,0.0,0.0,0.0,0.0,Altares Persed,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2150_01,G/346/P,38.0,0.0,0.0,0.0,0.0,0.0,Walley Prickmantes,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2152_01,F/426/P,45.0,2138.0,0.0,0.0,659.0,0.0,Eulah Bakericks,False,2797.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2154_01,G/348/P,19.0,78.0,0.0,0.0,550.0,0.0,Regana Barles,False,628.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2156_01,F/421/S,49.0,651.0,25.0,0.0,849.0,2.0,Troya Cofferson,False,1527.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2158_01,F/423/S,21.0,0.0,820.0,0.0,45.0,0.0,Joyn Moraleney,True,865.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2159_01,F/424/S,18.0,0.0,402.0,2027.0,0.0,0.0,Hencey Casez,True,2429.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2161_01,F/429/P,43.0,0.0,0.0,0.0,0.0,0.0,Poselk Sidie,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2162_01,F/425/S,27.0,0.0,0.0,0.0,0.0,0.0,Ral Graie,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2162_02,F/425/S,0.0,0.0,0.0,0.0,0.0,0.0,Hoces Graie,True,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2163_01,G/349/P,27.0,0.0,0.0,6.0,745.0,22.0,Adanne Mosepherry,False,773.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2168_01,F/427/S,35.0,0.0,0.0,0.0,0.0,0.0,Fow Lacke,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2168_02,F/427/S,20.0,212.0,0.0,991.0,0.0,13.0,Gorice Lacke,False,1216.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2171_01,F/433/P,24.0,388.0,0.0,7.0,409.0,0.0,Sergia Camerrison,False,804.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2171_02,G/351/P,41.0,2.0,0.0,551.0,5577.0,68.0,Karene Camerrison,False,6198.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2172_01,G/347/S,23.0,0.0,774.0,0.0,0.0,0.0,Belly Barbes,True,774.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2173_01,G/352/P,27.0,0.0,0.0,0.0,0.0,0.0,Vina Landolphrey,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2175_01,G/348/S,58.0,0.0,0.0,0.0,0.0,0.0,Gabria Callowery,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2179_01,C/80/S,30.0,437.0,3585.0,0.0,4488.0,281.0,Eltaird Dianket,False,8791.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2180_01,F/428/S,24.0,1.0,0.0,0.0,318.0,247.0,Coreen Masquez,False,566.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2182_01,B/64/P,31.0,46.0,1935.0,0.0,995.0,1254.0,Unukath Tiouserful,False,4230.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2183_01,F/429/S,46.0,607.0,0.0,41.0,334.0,251.0,Cheeet Ruity,False,1233.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2183_02,F/429/S,20.0,938.0,59.0,31.0,12.0,0.0,Prish Ruity,False,1040.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2186_01,G/350/S,20.0,0.0,0.0,0.0,0.0,0.0,Ivanne Johnsby,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2187_01,F/437/P,30.0,0.0,236.0,0.0,1149.0,0.0,Hary Wiggson,False,1385.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2188_01,F/438/P,24.0,0.0,421.0,0.0,207.0,63.0,Ollip Hopez,False,691.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2191_01,F/431/S,48.0,0.0,0.0,0.0,0.0,0.0,Barkix Sidie,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2193_01,F/439/P,25.0,0.0,0.0,619.0,0.0,70.0,Karlen Singtons,False,689.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2194_01,G/352/S,43.0,0.0,0.0,0.0,0.0,0.0,Danie Blacks,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2195_01,F/440/P,27.0,0.0,280.0,119.0,646.0,5.0,Naomie Coleyanglas,True,1050.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2196_02,B/65/P,26.0,26.0,4587.0,0.0,102.0,0.0,Zinonon Veriedeezy,True,4715.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2196_03,B/65/P,37.0,0.0,0.0,0.0,0.0,0.0,Genubi Veriedeezy,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2196_04,B/65/P,42.0,0.0,1180.0,0.0,2677.0,283.0,Alrairk Veriedeezy,False,4140.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2198_01,E/156/S,61.0,0.0,654.0,902.0,0.0,68.0,Joela Franey,True,1624.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2200_01,F/442/P,29.0,1443.0,1108.0,47.0,0.0,0.0,Grawk Prité,False,2598.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2202_01,F/443/P,51.0,1671.0,0.0,17.0,0.0,0.0,Stmeal Horte,False,1688.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2203_01,D/76/S,43.0,2019.0,0.0,560.0,0.0,0.0,Guanch Boyst,False,2579.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2204_01,B/90/S,25.0,0.0,0.0,0.0,0.0,0.0,Taraid Aillyber,True,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2205_01,E/157/S,31.0,0.0,0.0,187.0,602.0,0.0,Brance Vandan,False,789.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2206_01,F/432/S,13.0,0.0,14.0,857.0,0.0,72.0,Elindy Callowery,False,943.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2207_01,G/354/S,20.0,546.0,0.0,228.0,0.0,0.0,Andine Hales,False,774.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2210_01,G/355/S,16.0,0.0,0.0,0.0,0.0,0.0,Helly Hestes,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2211_01,F/434/S,15.0,0.0,2347.0,0.0,380.0,0.0,Amela Hurles,True,2727.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2212_01,F/445/P,50.0,0.0,5.0,0.0,2170.0,0.0,Ebonyd Swanardy,False,2175.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2215_01,A/27/S,41.0,0.0,29813.0,0.0,1257.0,6.0,Pulchib Quidedbolt,True,31076.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2215_03,A/27/S,32.0,0.0,0.0,0.0,0.0,0.0,Grafi Quidedbolt,True,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2220_01,G/357/S,47.0,0.0,0.0,880.0,0.0,2.0,Ralda Acobsond,True,882.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2221_01,G/355/P,29.0,0.0,0.0,0.0,0.0,0.0,Andrey Fisherry,True,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2223_01,G/358/S,27.0,0.0,86.0,0.0,252.0,570.0,Glena Vanglis,False,908.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2224_01,F/435/S,14.0,0.0,600.0,0.0,204.0,0.0,Dessie Polloantes,True,804.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2225_01,G/356/P,25.0,0.0,0.0,0.0,0.0,0.0,Willey Puckley,False,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2229_01,F/437/S,22.0,48.0,329.0,182.0,26.0,154.0,Ianya Norry,False,739.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2231_01,E/159/S,32.0,2.0,416.0,26.0,510.0,0.0,Hon Late,False,954.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2232_01,F/438/S,31.0,0.0,14.0,671.0,1.0,3.0,Eriky Dyers,False,689.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2232_02,F/438/S,24.0,0.0,1220.0,0.0,140.0,0.0,Adrie Dyers,False,1360.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2233_01,G/359/P,39.0,9.0,18.0,0.0,2.0,878.0,Nelle Alfordonard,False,907.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2234_01,F/448/P,20.0,0.0,0.0,0.0,0.0,0.0,Newtch Gen,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2234_02,F/448/P,20.0,0.0,0.0,0.0,0.0,0.0,Resers Gread,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2234_03,E/134/P,19.0,0.0,0.0,0.0,0.0,0.0,Apench Flité,False,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2234_06,F/448/P,17.0,0.0,0.0,0.0,0.0,0.0,Shood Gen,True,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2235_01,F/449/P,27.0,203.0,539.0,0.0,0.0,0.0,Elica Tranciams,False,742.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2237_01,C/83/S,28.0,0.0,162.0,741.0,3733.0,99.0,Skatik Fushausive,True,4735.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2237_02,C/83/S,41.0,0.0,0.0,0.0,0.0,0.0,Ruchban Fushausive,True,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2238_01,A/28/S,25.0,0.0,0.0,0.0,0.0,0.0,Wasalm Droning,True,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2239_01,F/439/S,26.0,93.0,0.0,469.0,0.0,0.0,Kencey Franchaney,True,562.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2241_01,F/451/P,27.0,485.0,1109.0,921.0,0.0,1.0,Jacky Jacostaffey,False,2516.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2243_01,G/362/P,22.0,38.0,483.0,80.0,47.0,121.0,Thondy Booness,True,769.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2251_01,A/29/S,62.0,320.0,1179.0,756.0,4996.0,85.0,Yilduno Hoodjuded,False,7336.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2251_02,A/29/S,58.0,2.0,1.0,14.0,2.0,1153.0,Zaurion Hoodjuded,False,1172.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2253_01,G/359/S,54.0,701.0,32.0,171.0,8.0,0.0,Cherry Cruzaley,False,912.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2254_01,F/455/P,26.0,0.0,10.0,0.0,702.0,1.0,Beula Mcfaddenson,False,713.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
